Date,VIXM,^VIX,SPY
2017-12-12,50100,0,85195800
2017-12-13,27100,0,102905400
2017-12-14,19900,0,100666700
2017-12-15,46100,0,144610300
2017-12-18,119600,0,83653600
2017-12-19,42000,0,82382900
2017-12-20,35000,0,76751500
2017-12-21,142500,0,67032300
2017-12-22,25900,0,78720900
2017-12-26,37700,0,45244400
2017-12-27,197400,0,57751000
2017-12-28,144400,0,45116100
2017-12-29,39600,0,96007400
2018-01-02,25700,0,86655700
2018-01-03,45900,0,90070400
2018-01-04,20600,0,80636400
2018-01-05,26800,0,83524000
2018-01-08,13600,0,57319200
2018-01-09,21500,0,57254000
2018-01-10,27700,0,69574300
2018-01-11,24800,0,62361500
2018-01-12,28900,0,90816100
2018-01-16,162100,0,106555100
2018-01-17,43800,0,113258800
2018-01-18,36800,0,100728000
2018-01-19,26200,0,140920100
2018-01-22,33700,0,91322400
2018-01-23,11700,0,97084700
2018-01-24,29900,0,134816100
2018-01-25,20500,0,84587300
2018-01-26,54100,0,107743100
2018-01-29,88200,0,90118300
2018-01-30,89600,0,131796400
2018-01-31,30100,0,108364800
2018-02-01,27900,0,90102500
2018-02-02,166900,0,173174800
2018-02-05,270200,0,294681800
2018-02-06,472600,0,355026800
2018-02-07,238300,0,167376100
2018-02-08,240200,0,246449500
2018-02-09,163300,0,283565300
2018-02-12,122800,0,143736000
2018-02-13,52600,0,81223600
2018-02-14,29200,0,120735700
2018-02-15,26700,0,111200300
2018-02-16,29100,0,160420100
2018-02-20,47600,0,86369700
2018-02-21,18000,0,98883700
2018-02-22,21600,0,110511300
2018-02-23,12400,0,92766400
2018-02-26,29400,0,86491400
2018-02-27,10100,0,99099200
2018-02-28,13200,0,121907800
2018-03-01,49500,0,176855100
2018-03-02,46300,0,139083200
2018-03-05,30100,0,97307400
2018-03-06,17600,0,79213200
2018-03-07,11700,0,87063500
2018-03-08,17100,0,66901200
2018-03-09,42300,0,113625300
2018-03-12,14600,0,71924800
2018-03-13,23200,0,91968900
2018-03-14,8000,0,105895100
2018-03-15,119200,0,83433000
2018-03-16,13200,0,100343700
2018-03-19,47500,0,109208400
2018-03-20,33300,0,59757300
2018-03-21,58400,0,78709600
2018-03-22,36300,0,148785900
2018-03-23,158500,0,183534800
2018-03-26,51100,0,141956100
2018-03-27,30500,0,129941400
2018-03-28,43800,0,146452300
2018-03-29,35500,0,111601600
2018-04-02,110700,0,186286300
2018-04-03,23300,0,119956900
2018-04-04,43400,0,123715300
2018-04-05,27000,0,82652600
2018-04-06,31700,0,179521200
2018-04-09,16700,0,105442900
2018-04-10,8400,0,103529000
2018-04-11,28100,0,91140200
2018-04-12,16600,0,68890500
2018-04-13,51800,0,85079200
2018-04-16,34000,0,63405300
2018-04-17,53000,0,64682000
2018-04-18,16600,0,57303900
2018-04-19,8000,0,77655900
2018-04-20,10100,0,99953100
2018-04-23,17800,0,65558000
2018-04-24,8000,0,112885500
2018-04-25,7700,0,103840900
2018-04-26,19000,0,67731900
2018-04-27,3400,0,57053600
2018-04-30,3000,0,82182300
2018-05-01,5100,0,74203400
2018-05-02,12900,0,86368900
2018-05-03,28700,0,136311500
2018-05-04,25700,0,91222100
2018-05-07,9500,0,55304900
2018-05-08,5400,0,67499200
2018-05-09,30600,0,59666100
2018-05-10,21400,0,72063900
2018-05-11,28000,0,59871500
2018-05-14,52100,0,54790600
2018-05-15,22800,0,87036100
2018-05-16,8700,0,53942600
2018-05-17,13800,0,56536400
2018-05-18,12400,0,64368000
2018-05-21,50100,0,58025900
2018-05-22,11900,0,52966400
2018-05-23,13800,0,64694200
2018-05-24,10800,0,76043800
2018-05-25,7300,0,56374800
2018-05-29,31700,0,115908600
2018-05-30,20800,0,69678400
2018-05-31,8200,0,93519900
2018-06-01,9000,0,71258400
2018-06-04,6900,0,45385200
2018-06-05,6600,0,51135000
2018-06-06,14100,0,62732200
2018-06-07,14400,0,72969400
2018-06-08,6200,0,72139700
2018-06-11,16700,0,58892500
2018-06-12,21400,0,72329000
2018-06-13,14300,0,79070600
2018-06-14,20200,0,77097600
2018-06-15,9300,0,120041600
2018-06-18,18800,0,52917600
2018-06-19,19400,0,97531500
2018-06-20,29500,0,53785500
2018-06-21,18200,0,71061400
2018-06-22,46900,0,54898500
2018-06-25,39300,0,137854200
2018-06-26,8800,0,68547400
2018-06-27,14500,0,105110700
2018-06-28,11600,0,76650500
2018-06-29,77500,0,97592500
2018-07-02,32600,0,63554800
2018-07-03,6000,0,42187100
2018-07-05,22700,0,56925900
2018-07-06,18700,0,66493700
2018-07-09,32600,0,50550400
2018-07-10,19900,0,51966800
2018-07-11,24100,0,77054700
2018-07-12,23600,0,60124700
2018-07-13,9200,0,48216000
2018-07-16,9600,0,48201000
2018-07-17,6300,0,52315500
2018-07-18,8600,0,44593500
2018-07-19,3800,0,61412100
2018-07-20,12700,0,82337700
2018-07-23,22600,0,47047600
2018-07-24,22700,0,68026900
2018-07-25,7600,0,78882900
2018-07-26,5800,0,57919500
2018-07-27,24700,0,76768700
2018-07-30,12100,0,63742500
2018-07-31,11800,0,68570500
2018-08-01,12000,0,53853300
2018-08-02,20500,0,63426400
2018-08-03,12700,0,53935400
2018-08-06,24900,0,39400900
2018-08-07,27300,0,43196600
2018-08-08,9400,0,42114600
2018-08-09,5600,0,35717000
2018-08-10,34400,0,77076000
2018-08-13,12200,0,65732900
2018-08-14,8200,0,43842000
2018-08-15,25900,0,102925400
2018-08-16,25200,0,69967900
2018-08-17,25300,0,65618500
2018-08-20,25600,0,39807500
2018-08-21,15600,0,67272000
2018-08-22,9400,0,44993300
2018-08-23,12300,0,49204900
2018-08-24,7900,0,57487400
2018-08-27,10600,0,57072400
2018-08-28,13300,0,46943500
2018-08-29,8900,0,61485500
2018-08-30,10400,0,61229500
2018-08-31,18900,0,66140800
2018-09-04,23700,0,57594400
2018-09-05,21300,0,72452400
2018-09-06,22500,0,65909900
2018-09-07,15100,0,73524800
2018-09-10,17000,0,50210900
2018-09-11,14000,0,50530500
2018-09-12,30700,0,59810800
2018-09-13,11300,0,51034200
2018-09-14,13000,0,55079900
2018-09-17,16400,0,68244000
2018-09-18,14300,0,61930400
2018-09-19,13500,0,49080600
2018-09-20,17300,0,100360600
2018-09-21,25800,0,105479700
2018-09-24,36400,0,53409600
2018-09-25,8300,0,44370000
2018-09-26,13000,0,79739700
2018-09-27,10800,0,59249500
2018-09-28,8200,0,70091400
2018-10-01,13300,0,62078900
2018-10-02,8300,0,47258200
2018-10-03,17000,0,64694600
2018-10-04,181700,0,111545900
2018-10-05,59200,0,105951700
2018-10-08,154200,0,87742200
2018-10-09,31100,0,74339000
2018-10-10,76700,0,214731000
2018-10-11,118000,0,274840500
2018-10-12,57000,0,183186500
2018-10-15,28200,0,102263700
2018-10-16,78700,0,118255800
2018-10-17,55900,0,110626000
2018-10-18,30300,0,134557500
2018-10-19,13800,0,139901600
2018-10-22,22800,0,82415800
2018-10-23,74300,0,146352700
2018-10-24,132600,0,177806700
2018-10-25,39700,0,138061500
2018-10-26,201700,0,201574600
2018-10-29,546700,0,160749100
2018-10-30,305700,0,157116000
2018-10-31,415600,0,128296300
2018-11-01,24300,0,99495000
2018-11-02,33600,0,122634100
2018-11-05,6200,0,65622500
2018-11-06,29500,0,60085900
2018-11-07,138400,0,102752100
2018-11-08,51300,0,65584900
2018-11-09,44800,0,98812600
2018-11-12,43600,0,99673600
2018-11-13,40000,0,98176600
2018-11-14,94300,0,125335900
2018-11-15,46800,0,135101400
2018-11-16,51200,0,126668000
2018-11-19,38100,0,103061700
2018-11-20,64300,0,136021300
2018-11-21,34900,0,75563700
2018-11-23,6300,0,42807900
2018-11-26,56500,0,79981400
2018-11-27,89300,0,75502400
2018-11-28,23200,0,127629600
2018-11-29,21200,0,82346400
2018-11-30,8900,0,98204200
2018-12-03,165400,0,103176300
2018-12-04,47500,0,177986000
2018-12-06,118500,0,204185400
2018-12-07,60800,0,161018900
2018-12-10,35900,0,151445900
2018-12-11,31100,0,121504400
2018-12-12,43400,0,97976700
2018-12-13,37400,0,96662700
2018-12-14,8300,0,116961100
2018-12-17,104400,0,165492300
2018-12-18,64700,0,134515100
2018-12-19,101900,0,214992800
2018-12-20,369500,0,252053400
2018-12-21,103700,0,255345600
2018-12-24,101500,0,147311600
2018-12-26,101900,0,218485400
2018-12-27,109200,0,186267300
2018-12-28,62600,0,153100200
2018-12-31,33200,0,144299400
2019-01-02,37800,0,126925200
2019-01-03,35600,0,144140700
2019-01-04,17900,0,142628800
2019-01-07,29600,0,103139100
2019-01-08,12200,0,102512600
2019-01-09,35100,0,95006600
2019-01-10,38300,0,96823900
2019-01-11,32500,0,73858100
2019-01-14,38800,0,70908200
2019-01-15,34700,0,85208300
2019-01-16,53000,0,77636700
2019-01-17,53200,0,96118400
2019-01-18,19100,0,127900300
2019-01-22,48900,0,115531200
2019-01-23,235900,0,86030300
2019-01-24,17700,0,59204100
2019-01-25,20000,0,96883400
2019-01-28,150000,0,85613700
2019-01-29,20500,0,66136300
2019-01-30,28100,0,92473700
2019-01-31,62000,0,104012100
2019-02-01,35700,0,85782500
2019-02-04,48100,0,60744800
2019-02-05,76900,0,79552800
2019-02-06,19700,0,58347800
2019-02-07,22000,0,95482000
2019-02-08,118600,0,75788900
2019-02-11,20500,0,68021400
2019-02-12,11100,0,72270200
2019-02-13,21300,0,65277200
2019-02-14,17600,0,83234400
2019-02-15,73300,0,97088700
2019-02-19,21500,0,59120800
2019-02-20,34900,0,76610800
2019-02-21,17500,0,64214700
2019-02-22,23800,0,78114600
2019-02-25,105300,0,69030700
2019-02-26,19500,0,56844100
2019-02-27,33100,0,56921600
2019-02-28,114000,0,69268300
2019-03-01,44100,0,78880500
2019-03-04,33100,0,106494600
2019-03-05,11800,0,59114600
2019-03-06,18200,0,75039800
2019-03-07,36100,0,94885100
2019-03-08,64400,0,85795800
2019-03-11,25800,0,65098900
2019-03-12,40800,0,79667500
2019-03-13,44200,0,80639200
2019-03-14,10500,0,67518400
2019-03-15,82600,0,81309000
2019-03-18,66100,0,62199800
2019-03-19,25800,0,90268100
2019-03-20,111700,0,84609200
2019-03-21,30600,0,79550400
2019-03-22,90800,0,122659300
2019-03-25,94600,0,85575200
2019-03-26,53200,0,68125900
2019-03-27,15400,0,72224700
2019-03-28,7900,0,56238500
2019-03-29,17600,0,82186800
2019-04-01,32300,0,77617900
2019-04-02,5600,0,40070400
2019-04-03,18700,0,68243200
2019-04-04,5100,0,48997500
2019-04-05,59100,0,58621700
2019-04-08,43600,0,53566300
2019-04-09,61200,0,66142300
2019-04-10,49400,0,52601500
2019-04-11,10400,0,55093100
2019-04-12,70800,0,69727800
2019-04-15,51600,0,49596700
2019-04-16,941000,0,52153200
2019-04-17,70900,0,58268300
2019-04-18,15100,0,68708500
2019-04-22,9400,0,40160100
2019-04-23,54900,0,52246600
2019-04-24,64800,0,50392900
2019-04-25,18700,0,57770900
2019-04-26,17800,0,50916400
2019-04-29,15800,0,57197700
2019-04-30,6800,0,81111700
2019-05-01,69800,0,71671900
2019-05-02,95400,0,65030200
2019-05-03,18500,0,56543700
2019-05-06,96200,0,107198100
2019-05-07,144400,0,144729900
2019-05-08,129400,0,91568300
2019-05-09,41100,0,103471100
2019-05-10,46100,0,112429300
2019-05-13,44400,0,127290500
2019-05-14,213500,0,77003200
2019-05-15,41500,0,73956400
2019-05-16,19400,0,76749600
2019-05-17,18600,0,100353000
2019-05-20,35100,0,62877600
2019-05-21,12100,0,46847100
2019-05-22,7600,0,49482500
2019-05-23,31300,0,98733800
2019-05-24,67100,0,55268100
2019-05-28,22500,0,70029400
2019-05-29,45600,0,104972900
2019-05-30,16100,0,62523800
2019-05-31,24800,0,86862800
2019-06-03,76900,0,96428000
2019-06-04,60800,0,77231900
2019-06-05,31800,0,71169700
2019-06-06,47600,0,69430400
2019-06-07,11400,0,74272200
2019-06-10,61800,0,60799100
2019-06-11,23400,0,58641300
2019-06-12,13600,0,47096300
2019-06-13,8300,0,48945200
2019-06-14,14100,0,52324700
2019-06-17,9600,0,39205700
2019-06-18,48200,0,85434800
2019-06-19,23800,0,78674400
2019-06-20,38500,0,116570000
2019-06-21,76300,0,83309500
2019-06-24,59500,0,47582700
2019-06-25,23800,0,82028700
2019-06-26,7700,0,51584900
2019-06-27,11300,0,40355200
2019-06-28,5300,0,59350900
2019-07-01,51600,0,78705600
2019-07-02,19600,0,61504500
2019-07-03,16600,0,40898900
2019-07-05,32000,0,51677300
2019-07-08,28800,0,45841800
2019-07-09,7200,0,41101300
2019-07-10,36600,0,58448500
2019-07-11,42000,0,50826100
2019-07-12,28700,0,40326000
2019-07-15,21400,0,33900000
2019-07-16,12600,0,36650100
2019-07-17,35400,0,36036300
2019-07-18,29300,0,51392600
2019-07-19,13200,0,58678600
2019-07-22,22700,0,43638100
2019-07-23,52000,0,44564500
2019-07-24,24200,0,47213200
2019-07-25,49500,0,55394100
2019-07-26,16400,0,45084100
2019-07-29,55100,0,38126500
2019-07-30,146600,0,45849000
2019-07-31,26900,0,104245200
2019-08-01,138800,0,142646600
2019-08-02,174600,0,116749700
2019-08-05,99400,0,178745400
2019-08-06,101000,0,120711700
2019-08-07,81700,0,140572300
2019-08-08,212600,0,87713900
2019-08-09,83700,0,93730000
2019-08-12,14200,0,65527600
2019-08-13,47900,0,94299800
2019-08-14,172300,0,135622100
2019-08-15,49300,0,99556600
2019-08-16,39000,0,83018300
2019-08-19,44400,0,53571800
2019-08-20,40500,0,51596400
2019-08-21,14800,0,49524700
2019-08-22,12300,0,51666400
2019-08-23,32800,0,149161500
2019-08-26,63100,0,72423800
2019-08-27,62300,0,66668900
2019-08-28,66500,0,59696700
2019-08-29,25000,0,57899400
2019-08-30,14200,0,62901200
2019-09-03,13500,0,69101400
2019-09-04,44100,0,46887300
2019-09-05,47200,0,83258100
2019-09-06,50300,0,49584300
2019-09-09,32600,0,51260300
2019-09-10,14000,0,57947100
2019-09-11,3600,0,68821100
2019-09-12,44300,0,72908700
2019-09-13,49500,0,62104800
2019-09-16,18300,0,58191200
2019-09-17,3700,0,41475500
2019-09-18,18400,0,73375800
2019-09-19,23600,0,76560500
2019-09-20,17300,0,89565000
2019-09-23,54800,0,43476800
2019-09-24,191400,0,94869400
2019-09-25,27000,0,71854000
2019-09-26,40700,0,56179700
2019-09-27,31100,0,84746600
2019-09-30,25400,0,51662400
2019-10-01,30100,0,88242400
2019-10-02,331800,0,122539500
2019-10-03,162300,0,85278800
2019-10-04,21600,0,65091200
2019-10-07,34600,0,59610500
2019-10-08,89600,0,95708100
2019-10-09,10000,0,62359400
2019-10-10,9900,0,55296300
2019-10-11,84500,0,98720400
2019-10-14,126800,0,40394800
2019-10-15,225600,0,46754500
2019-10-16,12100,0,48928200
2019-10-17,15100,0,45736600
2019-10-18,37500,0,64304000
2019-10-21,16700,0,39048600
2019-10-22,104900,0,48594700
2019-10-23,39600,0,34352200
2019-10-24,10100,0,35453100
2019-10-25,14600,0,45205400
2019-10-28,58200,0,42147000
2019-10-29,15800,0,44284900
2019-10-30,16400,0,49643900
2019-10-31,22200,0,69053800
2019-11-01,148800,0,71141500
2019-11-04,15300,0,60606900
2019-11-05,33500,0,42933200
2019-11-06,16000,0,46487100
2019-11-07,21200,0,54272300
2019-11-08,12500,0,49032100
2019-11-11,13700,0,35797300
2019-11-12,10900,0,46484600
2019-11-13,14900,0,53917700
2019-11-14,76200,0,51219900
2019-11-15,17600,0,62023600
2019-11-18,70900,0,49228000
2019-11-19,24700,0,67804700
2019-11-20,18000,0,79406200
2019-11-21,15900,0,54664700
2019-11-22,8700,0,44850200
2019-11-25,26300,0,48647200
2019-11-26,20500,0,37569000
2019-11-27,14400,0,44444600
2019-11-29,9300,0,36592700
2019-12-02,183200,0,75767800
2019-12-03,112400,0,73941700
2019-12-04,19600,0,49080000
2019-12-05,19200,0,40709000
2019-12-06,21900,0,48927000
2019-12-09,24500,0,34838500
2019-12-10,24900,0,52649800
2019-12-11,14100,0,53429100
2019-12-12,22600,0,96389600
2019-12-13,25800,0,81503900
2019-12-16,69600,0,82749700
2019-12-17,75100,0,61097700
2019-12-18,41900,0,48133000
2019-12-19,18500,0,85310500
2019-12-20,36800,0,147142100
2019-12-23,95700,0,52990000
2019-12-24,118500,0,20270000
2019-12-26,36800,0,30911200
2019-12-27,53100,0,42528800
2019-12-30,83200,0,49729100
2019-12-31,22900,0,57077300
2020-01-02,41900,0,59151200
2020-01-03,60200,0,77709700
2020-01-06,33200,0,55653900
2020-01-07,25000,0,40496400
2020-01-08,55600,0,68296000
2020-01-09,45400,0,48473300
2020-01-10,106100,0,53029300
2020-01-13,16700,0,47086800
2020-01-14,35000,0,62832800
2020-01-15,16500,0,72056600
2020-01-16,39400,0,54050300
2020-01-17,27100,0,95846000
2020-01-21,66000,0,77742400
2020-01-22,32600,0,48914900
2020-01-23,54100,0,51963000
2020-01-24,212200,0,87578400
2020-01-27,279200,0,84062500
2020-01-28,41100,0,63834000
2020-01-29,77700,0,53888900
2020-01-30,43500,0,75491800
2020-01-31,91800,0,113845600
2020-02-03,41800,0,69083000
2020-02-04,213100,0,62573200
2020-02-05,27700,0,65951100
2020-02-06,8900,0,50359700
2020-02-07,11900,0,64139400
2020-02-10,2300,0,42070000
2020-02-11,18100,0,54864500
2020-02-12,17600,0,43992700
2020-02-13,57500,0,54501900
2020-02-14,6200,0,64582200
2020-02-18,15400,0,57226200
2020-02-19,65800,0,48814700
2020-02-20,20400,0,74163400
2020-02-21,41600,0,113788200
2020-02-24,320600,0,161088400
2020-02-25,361400,0,218913200
2020-02-26,99900,0,194773800
2020-02-27,283000,0,284353500
2020-02-28,368100,0,384975800
2020-03-02,213400,0,238703600
2020-03-03,103100,0,300139100
2020-03-04,38600,0,176613400
2020-03-05,192800,0,186366800
2020-03-06,345900,0,228667200
2020-03-09,276500,0,309417300
2020-03-10,147000,0,276444100
2020-03-11,99100,0,255316300
2020-03-12,245100,0,392220700
2020-03-13,207800,0,329566100
2020-03-16,148300,0,297240000
2020-03-17,228700,0,262070500
2020-03-18,411500,0,327597100
2020-03-19,219700,0,289322000
2020-03-20,318500,0,347158800
2020-03-23,310900,0,326025200
2020-03-24,265500,0,235494500
2020-03-25,159500,0,299430300
2020-03-26,168100,0,257632800
2020-03-27,44400,0,224341200
2020-03-30,73400,0,171369500
2020-03-31,77300,0,194881100
2020-04-01,227000,0,189554600
2020-04-02,57200,0,177660400
2020-04-03,53700,0,135561200
2020-04-06,77500,0,188061200
2020-04-07,99000,0,201427200
2020-04-08,42600,0,153774500
2020-04-09,94700,0,189999200
2020-04-13,24700,0,114839100
2020-04-14,30000,0,134143400
2020-04-15,172200,0,121775000
2020-04-16,26500,0,131798300
2020-04-17,24200,0,146684800
2020-04-20,36800,0,100109300
2020-04-21,243300,0,126385700
2020-04-22,36500,0,92951600
2020-04-23,31700,0,104709700
2020-04-24,27200,0,85063200
2020-04-27,142400,0,77896600
2020-04-28,59500,0,105270000
2020-04-29,246500,0,118745600
2020-04-30,106300,0,122901700
2020-05-01,74000,0,125180000
2020-05-04,42000,0,80873200
2020-05-05,27600,0,79569900
2020-05-06,12300,0,73632600
2020-05-07,25700,0,75250400
2020-05-08,19700,0,76452400
2020-05-11,44000,0,79514200
2020-05-12,94900,0,95870800
2020-05-13,43600,0,144721100
2020-05-14,57900,0,121977900
2020-05-15,16800,0,111146300
2020-05-18,52400,0,119703800
2020-05-19,29000,0,95189300
2020-05-20,22400,0,85861700
2020-05-21,12400,0,78293900
2020-05-22,26900,0,63958200
2020-05-26,15100,0,88951400
2020-05-27,33900,0,104817400
2020-05-28,86700,0,90405200
2020-05-29,18600,0,119090800
2020-06-01,24600,0,55758300
2020-06-02,18400,0,74267200
2020-06-03,47400,0,92567600
2020-06-04,25600,0,75794400
2020-06-05,74800,0,150524700
2020-06-08,326600,0,73641200
2020-06-09,36500,0,77479200
2020-06-10,43100,0,95000800
2020-06-11,139000,0,209243600
2020-06-12,174500,0,194678900
2020-06-15,85500,0,135782700
2020-06-16,77500,0,137627500
2020-06-17,42400,0,83398900
2020-06-18,21700,0,80828700
2020-06-19,40100,0,135549600
2020-06-22,34100,0,74649400
2020-06-23,71800,0,68471200
2020-06-24,76200,0,132813500
2020-06-25,33400,0,89468000
2020-06-26,99600,0,127961000
2020-06-29,21400,0,79773300
2020-06-30,27600,0,113394800
2020-07-01,79700,0,72396500
2020-07-02,49900,0,69344200
2020-07-06,51600,0,61713800
2020-07-07,36900,0,82910000
2020-07-08,32500,0,54638600
2020-07-09,38300,0,83354200
2020-07-10,35500,0,57550400
2020-07-13,85600,0,102997500
2020-07-14,163200,0,93657000
2020-07-15,27100,0,87196500
2020-07-16,20800,0,54622500
2020-07-17,19400,0,62774900
2020-07-20,72700,0,56308800
2020-07-21,55900,0,57292200
2020-07-22,24500,0,57792900
2020-07-23,65500,0,75738000
2020-07-24,41400,0,73766600
2020-07-27,35200,0,48293000
2020-07-28,17500,0,57495000
2020-07-29,29500,0,48454200
2020-07-30,30100,0,61861700
2020-07-31,27300,0,84986800
2020-08-03,35500,0,53077900
2020-08-04,16500,0,41917900
2020-08-05,42500,0,42697700
2020-08-06,133500,0,43679400
2020-08-07,49500,0,57308300
2020-08-10,20300,0,44282100
2020-08-11,57200,0,69601100
2020-08-12,63200,0,53774400
2020-08-13,15600,0,41816100
2020-08-14,96400,0,47260400
2020-08-17,25600,0,35481000
2020-08-18,124000,0,38733900
2020-08-19,18100,0,68054200
2020-08-20,57900,0,42207800
2020-08-21,94900,0,55106600
2020-08-24,43600,0,48588700
2020-08-25,19600,0,38463400
2020-08-26,30100,0,50790200
2020-08-27,59500,0,58034100
2020-08-28,50100,0,48588900
2020-08-31,68600,0,66099200
2020-09-01,34700,0,54908700
2020-09-02,48700,0,69540000
2020-09-03,206000,0,148011100
2020-09-04,165000,0,139156300
2020-09-08,143200,0,114465300
2020-09-09,104700,0,91462300
2020-09-10,71400,0,90569500
2020-09-11,56600,0,84680200
2020-09-14,24100,0,65605700
2020-09-15,46400,0,52920900
2020-09-16,18900,0,82096000
2020-09-17,49500,0,91523300
2020-09-18,118800,0,105877900
2020-09-21,54000,0,99450800
2020-09-22,67700,0,63612100
2020-09-23,45000,0,93112200
2020-09-24,27200,0,76681300
2020-09-25,52200,0,71069400
2020-09-28,40200,0,64584600
2020-09-29,27400,0,51304000
2020-09-30,30200,0,104081100
2020-10-01,25100,0,88698700
2020-10-02,126400,0,89431100
2020-10-05,37600,0,45713100
2020-10-06,57300,0,90128900
2020-10-07,34500,0,56999600
2020-10-08,25000,0,45242500
2020-10-09,45600,0,59528600
2020-10-12,35400,0,80388500
2020-10-13,52500,0,73255500
2020-10-14,43600,0,57727900
2020-10-15,59900,0,60357700
2020-10-16,21000,0,89501900
2020-10-19,29800,0,68425600
2020-10-20,20600,0,60051900
2020-10-21,47200,0,63575000
2020-10-22,41800,0,55399300
2020-10-23,14500,0,49143900
2020-10-26,104000,0,91473000
2020-10-27,50600,0,65994100
2020-10-28,184600,0,127094300
2020-10-29,60000,0,90597700
2020-10-30,122400,0,120287300
2020-11-02,70200,0,86068300
2020-11-03,66300,0,93294200
2020-11-04,100900,0,126959700
2020-11-05,119700,0,82039700
2020-11-06,186400,0,74973000
2020-11-09,259000,0,172304200
2020-11-10,202300,0,85552000
2020-11-11,60700,0,58649000
2020-11-12,36600,0,67546200
2020-11-13,55800,0,62892200
2020-11-16,84200,0,74541100
2020-11-17,28000,0,66111000
2020-11-18,54200,0,70591300
2020-11-19,33000,0,59940900
2020-11-20,84100,0,70417300
2020-11-23,151300,0,63230600
2020-11-24,83600,0,62415900
2020-11-25,57000,0,45330900
2020-11-27,30800,0,28514100
2020-11-30,108500,0,83872700
2020-12-01,62300,0,74231400
2020-12-02,17400,0,45927000
2020-12-03,41800,0,62882000
2020-12-04,19400,0,50749900
2020-12-07,19700,0,48944300
2020-12-08,34200,0,42458900
2020-12-09,132200,0,74098300
2020-12-10,47800,0,57735400
2020-12-11,141800,0,57698600
2020-12-14,105000,0,69216200
2020-12-15,38900,0,63865300
2020-12-16,44400,0,58420500
2020-12-17,96900,0,64119500
2020-12-18,61400,0,136542300
2020-12-21,107600,0,96386700
2020-12-22,39600,0,47949000
2020-12-23,49600,0,46201400
2020-12-24,28500,0,26457900
2020-12-28,41200,0,39000400
2020-12-29,66300,0,53680500
2020-12-30,59200,0,49455300
2020-12-31,45900,0,78520700
2021-01-04,132200,0,110210800
2021-01-05,58600,0,66426200
2021-01-06,70700,0,107997700
2021-01-07,108500,0,68766800
2021-01-08,73600,0,71677200
2021-01-11,47800,0,51034700
2021-01-12,42300,0,52547700
2021-01-13,106900,0,45303600
2021-01-14,42200,0,49989100
2021-01-15,78400,0,107160000
2021-01-19,83500,0,51233300
2021-01-20,25400,0,61836100
2021-01-21,98300,0,47840100
2021-01-22,45700,0,52860500
2021-01-25,45800,0,70402000
2021-01-26,135600,0,42665300
2021-01-27,226100,0,123351100
2021-01-28,314900,0,94198100
2021-01-29,139000,0,126765100
2021-02-01,92000,0,75817600
2021-02-02,134300,0,64450700
2021-02-03,31100,0,52427100
2021-02-04,108600,0,47142600
2021-02-05,116400,0,48669800
2021-02-08,39100,0,38365200
2021-02-09,58300,0,35551100
2021-02-10,78500,0,59154400
2021-02-11,125000,0,42913300
2021-02-12,55400,0,50593300
2021-02-16,72300,0,50972400
2021-02-17,191700,0,52290600
2021-02-18,66800,0,59712800
2021-02-19,72400,0,83241000
2021-02-22,33500,0,67414200
2021-02-23,192100,0,107284100
2021-02-24,53300,0,72433900
2021-02-25,73500,0,146670500
2021-02-26,43100,0,152701600
2021-03-01,133100,0,105348800
2021-03-02,128200,0,79595300
2021-03-03,31200,0,119940200
2021-03-04,98000,0,183433000
2021-03-05,60100,0,152039600
2021-03-08,38100,0,123149200
2021-03-09,59300,0,113633600
2021-03-10,50200,0,109899400
2021-03-11,143600,0,86245000
2021-03-12,184100,0,64653600
2021-03-15,147700,0,73427200
2021-03-16,85900,0,73722500
2021-03-17,95700,0,97959300
2021-03-18,32400,0,115349100
2021-03-19,48400,0,113624500
2021-03-22,57800,0,73778600
2021-03-23,95900,0,90686600
2021-03-24,29400,0,97588600
2021-03-25,35300,0,116128600
2021-03-26,129800,0,114409100
2021-03-29,53600,0,108107600
2021-03-30,59500,0,76262200
2021-03-31,34500,0,112734200
2021-04-01,63400,0,99682900
2021-04-05,219100,0,91684800
2021-04-06,109800,0,62021000
2021-04-07,22900,0,55836300
2021-04-08,99200,0,57863100
2021-04-09,33300,0,61104600
2021-04-12,138200,0,56704900
2021-04-13,17100,0,56551000
2021-04-14,109600,0,61659900
2021-04-15,192100,0,60229800
2021-04-16,154300,0,82037300
2021-04-19,84400,0,78498500
2021-04-20,135900,0,81851800
2021-04-21,65700,0,66793000
2021-04-22,57400,0,97582800
2021-04-23,214200,0,73209200
2021-04-26,38700,0,52182400
2021-04-27,60500,0,51303100
2021-04-28,86200,0,51238900
2021-04-29,43900,0,78544300
2021-04-30,54100,0,85527000
2021-05-03,58800,0,68128300
2021-05-04,176700,0,101591200
2021-05-05,123500,0,60162200
2021-05-06,36500,0,74321400
2021-05-07,110600,0,67733800
2021-05-10,93400,0,81852400
2021-05-11,73900,0,116888000
2021-05-12,191300,0,134811000
2021-05-13,76500,0,106394000
2021-05-14,64200,0,82201600
2021-05-17,28500,0,65129200
2021-05-18,55300,0,59810200
2021-05-19,232200,0,106467100
2021-05-20,119800,0,78022200
2021-05-21,42000,0,76578700
2021-05-24,59300,0,51376700
2021-05-25,22300,0,57451400
2021-05-26,42100,0,43088600
2021-05-27,170800,0,56707700
2021-05-28,78500,0,58520200
2021-06-01,60900,0,54216600
2021-06-02,23600,0,49097100
