Date,VIXM,^VIX,SPY
2014-06-25,9200,0,82782000
2014-06-26,10725,0,84312000
2014-06-27,26550,0,71445100
2014-06-30,4425,0,70201200
2014-07-01,4775,0,90470000
2014-07-02,6625,0,52475000
2014-07-03,7550,0,52938800
2014-07-07,66850,0,61696000
2014-07-08,15350,0,108143000
2014-07-09,8500,0,72992000
2014-07-10,88275,0,99040000
2014-07-11,17525,0,64243000
2014-07-14,9500,0,58658000
2014-07-15,26775,0,111307000
2014-07-16,14125,0,79986400
2014-07-17,8625,0,145398000
2014-07-18,26875,0,124330000
2014-07-21,6350,0,67592000
2014-07-22,4450,0,67678000
2014-07-23,8450,0,65612000
2014-07-24,3750,0,56888000
2014-07-25,11700,0,76837000
2014-07-28,8275,0,69259000
2014-07-29,5525,0,80466000
2014-07-30,9250,0,104222000
2014-07-31,66550,0,183479000
2014-08-01,79025,0,189261000
2014-08-04,76100,0,91340000
2014-08-05,14500,0,152690000
2014-08-06,56350,0,94818000
2014-08-07,17825,0,135733000
2014-08-08,7575,0,117014000
2014-08-11,12775,0,74544000
2014-08-12,3975,0,73632000
2014-08-13,20200,0,69047000
2014-08-14,12375,0,57371000
2014-08-15,34000,0,139951000
2014-08-18,19300,0,75424000
2014-08-19,3775,0,59135000
2014-08-20,16475,0,72763000
2014-08-21,31475,0,67791000
2014-08-22,6450,0,76107000
2014-08-25,3000,0,63855000
2014-08-26,16725,0,47298000
2014-08-27,4525,0,47874000
2014-08-28,5925,0,58330000
2014-08-29,5000,0,65907000
2014-09-02,3725,0,72426000
2014-09-03,11475,0,57462000
2014-09-04,8175,0,85236000
2014-09-05,2950,0,102177000
2014-09-08,2375,0,64146000
2014-09-09,39225,0,88591000
2014-09-10,7950,0,67251000
2014-09-11,21725,0,66774400
2014-09-12,7075,0,117409300
2014-09-15,6400,0,76401000
2014-09-16,6475,0,116201000
2014-09-17,11650,0,151266000
2014-09-18,13175,0,94990000
2014-09-19,8450,0,121649000
2014-09-22,6500,0,125553000
2014-09-23,8525,0,111393000
2014-09-24,10900,0,107276000
2014-09-25,39550,0,150300000
2014-09-26,5775,0,103547000
2014-09-29,29050,0,95112000
2014-09-30,6600,0,131302000
2014-10-01,115250,0,177798000
2014-10-02,17750,0,157285000
2014-10-03,20350,0,121569000
2014-10-06,24950,0,104778000
2014-10-07,13575,0,147913000
2014-10-08,33125,0,186461000
2014-10-09,15700,0,210705000
2014-10-10,26300,0,221909000
2014-10-13,30600,0,230939000
2014-10-14,15175,0,215847000
2014-10-15,81625,0,380715000
2014-10-16,121825,0,270391000
2014-10-17,23575,0,214625000
2014-10-20,11925,0,130011000
2014-10-21,12375,0,154949000
2014-10-22,43925,0,151822000
2014-10-23,98325,0,154944000
2014-10-24,57950,0,117927000
2014-10-27,3225,0,82954000
2014-10-28,11550,0,106736000
2014-10-29,18450,0,142557000
2014-10-30,5825,0,113330000
2014-10-31,13975,0,146903000
2014-11-03,11050,0,93600000
2014-11-04,5475,0,93343000
2014-11-05,5600,0,91709000
2014-11-06,9700,0,107089000
2014-11-07,8300,0,89540000
2014-11-10,9200,0,66319000
2014-11-11,7200,0,54499400
2014-11-12,8200,0,90120300
2014-11-13,13500,0,85357900
2014-11-14,14700,0,80417500
2014-11-17,8300,0,80441000
2014-11-18,18200,0,76068100
2014-11-19,5300,0,82373000
2014-11-20,6500,0,72840300
2014-11-21,16300,0,142327300
2014-11-24,10800,0,65880800
2014-11-25,12900,0,79108300
2014-11-26,4000,0,62167800
2014-11-28,15900,0,57890100
2014-12-01,14900,0,103968400
2014-12-02,8700,0,74507200
2014-12-03,16700,0,68952000
2014-12-04,10700,0,91316600
2014-12-05,11100,0,91025500
2014-12-08,61500,0,108588200
2014-12-09,15100,0,125180100
2014-12-10,22400,0,159856400
2014-12-11,82200,0,159012800
2014-12-12,50500,0,202330200
2014-12-15,38400,0,189965800
2014-12-16,17200,0,259543800
2014-12-17,70500,0,253910100
2014-12-18,41600,0,257633900
2014-12-19,22400,0,245084600
2014-12-22,13900,0,148318900
2014-12-23,13900,0,122167900
2014-12-24,10300,0,42963400
2014-12-26,6400,0,57326700
2014-12-29,5700,0,79643900
2014-12-30,63000,0,73540800
2014-12-31,39400,0,130333800
2015-01-02,10000,0,121465900
2015-01-05,32800,0,169632600
2015-01-06,114600,0,209151400
2015-01-07,15500,0,125346700
2015-01-08,30300,0,147217800
2015-01-09,22300,0,158567300
2015-01-12,14300,0,144396100
2015-01-13,19900,0,214553300
2015-01-14,81100,0,192991100
2015-01-15,9600,0,176613900
2015-01-16,36400,0,211879600
2015-01-20,8200,0,130991100
2015-01-21,6800,0,122942700
2015-01-22,73700,0,174356000
2015-01-23,6900,0,117516800
2015-01-26,40200,0,92009700
2015-01-27,9900,0,134044600
2015-01-28,63600,0,168514300
2015-01-29,15200,0,173585400
2015-01-30,6500,0,197729700
2015-02-02,22700,0,163107000
2015-02-03,18400,0,124212900
2015-02-04,8400,0,134306700
2015-02-05,5900,0,97953200
2015-02-06,7200,0,125672000
2015-02-09,13100,0,87219000
2015-02-10,2300,0,96164200
2015-02-11,2000,0,91087800
2015-02-12,4800,0,97545900
2015-02-13,3300,0,93670400
2015-02-17,14500,0,76968200
2015-02-18,2600,0,80652900
2015-02-19,2600,0,91462500
2015-02-20,9700,0,140896400
2015-02-23,4500,0,74411100
2015-02-24,9100,0,72472300
2015-02-25,5400,0,73061700
2015-02-26,33500,0,72697900
2015-02-27,29100,0,108076000
2015-03-02,16100,0,87491400
2015-03-03,13800,0,110325800
2015-03-04,117000,0,114497200
2015-03-05,22900,0,76873000
2015-03-06,17000,0,188128000
2015-03-09,3300,0,89818900
2015-03-10,74500,0,157121300
2015-03-11,23000,0,110145700
2015-03-12,11500,0,93993500
2015-03-13,9000,0,162410900
2015-03-16,7200,0,136099200
2015-03-17,8500,0,94510400
2015-03-18,17100,0,228808500
2015-03-19,6100,0,117917300
2015-03-20,7000,0,177715100
2015-03-23,10600,0,71784500
2015-03-24,13300,0,77805300
2015-03-25,30100,0,159521700
2015-03-26,10300,0,153067200
2015-03-27,2300,0,118939000
2015-03-30,3700,0,96180400
2015-03-31,3600,0,126768700
2015-04-01,10400,0,137303600
2015-04-02,4900,0,86900900
2015-04-06,5600,0,114368200
2015-04-07,2800,0,81236300
2015-04-08,10500,0,89351900
2015-04-09,7100,0,85548900
2015-04-10,9400,0,72722900
2015-04-13,10700,0,74436600
2015-04-14,4000,0,75099900
2015-04-15,7100,0,99529300
2015-04-16,9400,0,68934900
2015-04-17,8000,0,191113200
2015-04-20,7600,0,92189500
2015-04-21,8200,0,72559800
2015-04-22,2500,0,78264600
2015-04-23,2900,0,102585900
2015-04-24,3200,0,61327400
2015-04-27,5800,0,79358100
2015-04-28,6200,0,86863500
2015-04-29,6500,0,125684900
2015-04-30,11600,0,161304900
2015-05-01,6600,0,103399700
2015-05-04,2800,0,70927200
2015-05-05,3200,0,113326200
2015-05-06,6400,0,135060200
2015-05-07,10800,0,88244900
2015-05-08,9000,0,155877300
2015-05-11,3900,0,75708100
2015-05-12,4000,0,119727600
2015-05-13,2700,0,94667900
2015-05-14,2300,0,95934000
2015-05-15,2100,0,76510100
2015-05-18,5900,0,74549700
2015-05-19,4400,0,72114600
2015-05-20,3800,0,76857500
2015-05-21,2100,0,64764600
2015-05-22,1100,0,57433500
2015-05-26,19200,0,124308600
2015-05-27,3500,0,93214000
2015-05-28,2300,0,74974600
2015-05-29,4100,0,124919600
2015-06-01,4300,0,93338800
2015-06-02,3400,0,91531000
2015-06-03,3400,0,87820900
2015-06-04,4400,0,151882800
2015-06-05,2300,0,121704700
2015-06-08,11000,0,89063300
2015-06-09,7300,0,105034700
2015-06-10,4400,0,134551300
2015-06-11,9100,0,73876400
2015-06-12,43000,0,135382400
2015-06-15,6000,0,124384200
2015-06-16,4200,0,85308200
2015-06-17,4200,0,126708600
2015-06-18,65900,0,165867900
2015-06-19,11300,0,130478700
2015-06-22,8800,0,70696000
2015-06-23,4500,0,68476800
2015-06-24,5600,0,92307300
2015-06-25,7300,0,97107400
2015-06-26,3600,0,104174800
2015-06-29,31800,0,202621300
2015-06-30,45900,0,182925100
2015-07-01,6700,0,135979900
2015-07-02,6600,0,104373700
2015-07-06,14200,0,117975400
2015-07-07,16600,0,173820200
2015-07-08,17000,0,164020100
2015-07-09,12600,0,144113100
2015-07-10,53800,0,129456900
2015-07-13,11200,0,106069400
2015-07-14,6200,0,81709600
2015-07-15,7600,0,97914100
2015-07-16,16300,0,106683300
2015-07-17,4300,0,89030000
2015-07-20,13600,0,70446800
2015-07-21,13200,0,77965000
2015-07-22,9700,0,88667900
2015-07-23,7300,0,90509100
2015-07-24,28900,0,117755000
2015-07-27,6100,0,132361100
2015-07-28,13300,0,123544800
2015-07-29,16000,0,105791300
2015-07-30,4200,0,91304400
2015-07-31,12200,0,103266900
2015-08-03,30500,0,113965700
2015-08-04,7300,0,81820800
2015-08-05,7000,0,85786800
2015-08-06,7900,0,116030800
2015-08-07,7500,0,117858000
2015-08-10,9900,0,80270700
2015-08-11,11200,0,126081400
2015-08-12,49400,0,172123700
2015-08-13,6900,0,89383300
2015-08-14,10300,0,72786500
2015-08-17,11500,0,79072600
2015-08-18,5900,0,71692700
2015-08-19,8000,0,172946000
2015-08-20,24600,0,194327900
2015-08-21,51000,0,346588500
2015-08-24,203800,0,507244300
2015-08-25,72200,0,369833100
2015-08-26,62900,0,339257000
2015-08-27,24300,0,274143900
2015-08-28,19800,0,160414400
2015-08-31,32300,0,163298800
2015-09-01,111800,0,256000400
2015-09-02,28000,0,160269300
2015-09-03,8200,0,152087800
2015-09-04,10500,0,207081000
2015-09-08,14400,0,116025700
2015-09-09,26400,0,149347700
2015-09-10,10400,0,158611100
2015-09-11,2800,0,119691200
2015-09-14,8700,0,79452000
2015-09-15,6500,0,113806200
2015-09-16,9300,0,99581600
2015-09-17,168900,0,276046600
2015-09-18,106100,0,223657500
2015-09-21,7100,0,105726200
2015-09-22,64200,0,153890900
2015-09-23,3700,0,92790600
2015-09-24,69700,0,159378800
2015-09-25,12500,0,155054800
2015-09-28,122400,0,178515900
2015-09-29,56800,0,159045600
2015-09-30,35500,0,163452000
2015-10-01,10800,0,131079000
2015-10-02,83000,0,211003300
2015-10-05,110500,0,126320800
2015-10-06,10100,0,110274500
2015-10-07,20500,0,124307300
2015-10-08,8200,0,153055200
2015-10-09,2100,0,107069200
2015-10-12,8100,0,56395600
2015-10-13,7900,0,88038700
2015-10-14,93000,0,99106200
2015-10-15,7400,0,134142200
2015-10-16,5100,0,114580100
2015-10-19,14700,0,76523900
2015-10-20,8700,0,78448500
2015-10-21,4800,0,102038000
2015-10-22,8200,0,174911700
2015-10-23,131500,0,144442300
2015-10-26,3200,0,69033000
2015-10-27,10400,0,77905800
2015-10-28,1900,0,135906700
2015-10-29,3200,0,90525500
2015-10-30,6300,0,131076900
2015-11-02,24300,0,86270800
2015-11-03,3500,0,95246100
2015-11-04,28000,0,96224500
2015-11-05,12900,0,78408700
2015-11-06,2200,0,110471500
2015-11-09,7200,0,131008700
2015-11-10,83600,0,75874600
2015-11-11,1300,0,67846000
2015-11-12,8900,0,121315200
2015-11-13,62200,0,153577100
2015-11-16,8600,0,117645200
2015-11-17,18400,0,121123700
2015-11-18,212700,0,121342500
2015-11-19,8000,0,88220500
2015-11-20,29700,0,94011500
2015-11-23,4300,0,64931200
2015-11-24,10900,0,98874400
2015-11-25,2400,0,51980100
2015-11-27,200,0,37317800
2015-11-30,5200,0,112822700
2015-12-01,14300,0,97858400
2015-12-02,4100,0,108441300
2015-12-03,47800,0,166224200
2015-12-04,3600,0,192913900
2015-12-07,22600,0,102027100
2015-12-08,30400,0,103372400
2015-12-09,5400,0,162401500
2015-12-10,7900,0,116128900
2015-12-11,44900,0,211173300
2015-12-14,30200,0,182385200
2015-12-15,32400,0,154069600
2015-12-16,13900,0,197017000
2015-12-17,13800,0,173092500
2015-12-18,21900,0,251393500
2015-12-21,5700,0,99094300
2015-12-22,9400,0,111026200
2015-12-23,1600,0,110987200
2015-12-24,1500,0,48539600
2015-12-28,14000,0,65899900
2015-12-29,3500,0,92640700
2015-12-30,1200,0,63317700
2015-12-31,2600,0,114877900
2016-01-04,25200,0,222353500
2016-01-05,3700,0,110845800
2016-01-06,49800,0,152112600
2016-01-07,27200,0,213436100
2016-01-08,101000,0,209817200
2016-01-11,38200,0,187941300
2016-01-12,15700,0,172330500
2016-01-13,13000,0,221168900
2016-01-14,38500,0,240795600
2016-01-15,30300,0,324846400
2016-01-19,14800,0,195244400
2016-01-20,59100,0,286547800
2016-01-21,19900,0,195772900
2016-01-22,20100,0,168319600
2016-01-25,5500,0,130371700
2016-01-26,16200,0,141036800
2016-01-27,11200,0,185681700
2016-01-28,6700,0,143798800
2016-01-29,25500,0,210529300
2016-02-01,6500,0,136061600
2016-02-02,15100,0,182564900
2016-02-03,30900,0,205054900
2016-02-04,41000,0,139531800
2016-02-05,83700,0,180788300
2016-02-08,23000,0,191526700
2016-02-09,40800,0,184513100
2016-02-10,3900,0,148214100
2016-02-11,51800,0,219058900
2016-02-12,22300,0,127632400
2016-02-16,19300,0,120250700
2016-02-17,21300,0,136009500
2016-02-18,8500,0,102343000
2016-02-19,8600,0,114793000
2016-02-22,38500,0,103640300
2016-02-23,12700,0,111455300
2016-02-24,11800,0,150812200
2016-02-25,6000,0,110728300
2016-02-26,13000,0,129833700
2016-02-29,2500,0,125918100
2016-03-01,13100,0,141799700
2016-03-02,1700,0,102415000
2016-03-03,20600,0,95172200
2016-03-04,64700,0,129293600
2016-03-07,2600,0,100219000
2016-03-08,19900,0,123974900
2016-03-09,7500,0,94801200
2016-03-10,18700,0,156838700
2016-03-11,41700,0,137964500
2016-03-14,9400,0,73612000
2016-03-15,8900,0,93169100
2016-03-16,5100,0,129303200
2016-03-17,60000,0,134278500
2016-03-18,32000,0,138372400
2016-03-21,23100,0,72926700
2016-03-22,12500,0,97471900
2016-03-23,19500,0,81052500
2016-03-24,94700,0,84360900
2016-03-28,6800,0,62408200
2016-03-29,7400,0,92922900
2016-03-30,71400,0,86365300
2016-03-31,12600,0,94584100
2016-04-01,66900,0,114423500
2016-04-04,20200,0,63497000
2016-04-05,11100,0,99662200
2016-04-06,9300,0,91839800
2016-04-07,31900,0,113859000
2016-04-08,15700,0,95040600
2016-04-11,4900,0,83757500
2016-04-12,9300,0,115350600
2016-04-13,12600,0,96336400
2016-04-14,6100,0,65212900
2016-04-15,2600,0,75761600
2016-04-18,29600,0,82531000
2016-04-19,17800,0,88316100
2016-04-20,104500,0,81100300
2016-04-21,11400,0,85695000
2016-04-22,22800,0,99251700
2016-04-25,13200,0,66166500
2016-04-26,1200,0,75864200
2016-04-27,78900,0,77329400
2016-04-28,61400,0,97216200
2016-04-29,248800,0,142424100
2016-05-02,11600,0,62188000
2016-05-03,13800,0,106422100
2016-05-04,13300,0,92243800
2016-05-05,1800,0,67619200
2016-05-06,8800,0,89315000
2016-05-09,17000,0,74374900
2016-05-10,9400,0,77472200
2016-05-11,8000,0,81727000
2016-05-12,1600,0,89586300
2016-05-13,36900,0,96474600
2016-05-16,6300,0,77486800
2016-05-17,27100,0,114924900
2016-05-18,5400,0,120062100
2016-05-19,20000,0,115430500
2016-05-20,3500,0,104990400
2016-05-23,36500,0,58682600
2016-05-24,13400,0,93537800
2016-05-25,97900,0,76621400
2016-05-26,5800,0,55280700
2016-05-27,8400,0,64211200
2016-05-31,24000,0,109879400
2016-06-01,15900,0,69936200
2016-06-02,15100,0,63044700
2016-06-03,32900,0,101757100
2016-06-06,20600,0,64887000
2016-06-07,14400,0,60974800
2016-06-08,8700,0,66170900
2016-06-09,105200,0,73786900
2016-06-10,37000,0,113829200
2016-06-13,42400,0,117751200
2016-06-14,142500,0,125059300
2016-06-15,30500,0,109124500
2016-06-16,58400,0,149533100
2016-06-17,43300,0,117055700
2016-06-20,52800,0,82789600
2016-06-21,47500,0,72461700
2016-06-22,159800,0,95560500
2016-06-23,85900,0,102731400
2016-06-24,206400,0,333444400
2016-06-27,198600,0,230775800
2016-06-28,41900,0,159382400
2016-06-29,44200,0,137328600
2016-06-30,148600,0,165021900
2016-07-01,43000,0,106055300
2016-07-05,42300,0,109803700
2016-07-06,24700,0,96021500
2016-07-07,28600,0,85593800
2016-07-08,67100,0,133971000
2016-07-11,44100,0,73633900
2016-07-12,32000,0,101275600
2016-07-13,80700,0,87324100
2016-07-14,47600,0,91230900
2016-07-15,45400,0,107155400
2016-07-18,41700,0,58725900
2016-07-19,37900,0,54345700
2016-07-20,60000,0,58159500
2016-07-21,58500,0,67777300
2016-07-22,41300,0,62787500
2016-07-25,86800,0,55873100
2016-07-26,82400,0,70080500
2016-07-27,69400,0,84083900
2016-07-28,74600,0,65035700
2016-07-29,63800,0,79519400
2016-08-01,33600,0,73311400
2016-08-02,44800,0,92295500
2016-08-03,39400,0,53993600
2016-08-04,25700,0,46585500
2016-08-05,42000,0,71892200
2016-08-08,31700,0,39906500
2016-08-09,106600,0,51251700
2016-08-10,90200,0,57941100
2016-08-11,60100,0,72504300
2016-08-12,12500,0,61313500
2016-08-15,20600,0,49813500
2016-08-16,14700,0,53213600
2016-08-17,26800,0,75134300
2016-08-18,19100,0,52989300
2016-08-19,16100,0,75443000
2016-08-22,23000,0,61368800
2016-08-23,15300,0,53399200
2016-08-24,26000,0,71728900
2016-08-25,40200,0,69224800
2016-08-26,17800,0,122506300
2016-08-29,3100,0,70502200
2016-08-30,24300,0,58114500
2016-08-31,41800,0,85269500
2016-09-01,20500,0,97844200
2016-09-02,16200,0,79293900
2016-09-06,13400,0,56702100
2016-09-07,173200,0,76554900
2016-09-08,12800,0,74102900
2016-09-09,52100,0,221589100
2016-09-12,30600,0,168110900
2016-09-13,61700,0,182828800
2016-09-14,18000,0,134185500
2016-09-15,62900,0,134427900
2016-09-16,79400,0,155236400
2016-09-19,99800,0,80250500
2016-09-20,25400,0,69665300
2016-09-21,33000,0,110284400
2016-09-22,70300,0,76678700
2016-09-23,19600,0,73630900
2016-09-26,35300,0,89827300
2016-09-27,20000,0,78494800
2016-09-28,18600,0,87411000
2016-09-29,18300,0,128070600
2016-09-30,44800,0,117202900
2016-10-03,4500,0,83512100
2016-10-04,45800,0,119948100
2016-10-05,29900,0,72816000
2016-10-06,7200,0,62927400
2016-10-07,51900,0,89788300
2016-10-10,79900,0,51855000
2016-10-11,39300,0,130367400
2016-10-12,44900,0,73866100
2016-10-13,17100,0,101357000
2016-10-14,12000,0,93346200
2016-10-17,43700,0,58275700
2016-10-18,39800,0,76869700
2016-10-19,32600,0,66519200
2016-10-20,15000,0,73639800
2016-10-21,40000,0,89089100
2016-10-24,48300,0,60146600
2016-10-25,7600,0,66542300
2016-10-26,28900,0,75705500
2016-10-27,38300,0,77220200
2016-10-28,28100,0,140623200
2016-10-31,36000,0,61272500
2016-11-01,54800,0,122781800
2016-11-02,14200,0,103330800
2016-11-03,81500,0,88939300
2016-11-04,40900,0,109122100
2016-11-07,95600,0,109794900
2016-11-08,47200,0,106772100
2016-11-09,288200,0,258429000
2016-11-10,90100,0,172113300
2016-11-11,35300,0,100552700
2016-11-14,17600,0,94580000
2016-11-15,50100,0,91652600
2016-11-16,49400,0,65617700
2016-11-17,61700,0,69797200
2016-11-18,50000,0,86265800
2016-11-21,26100,0,72402600
2016-11-22,30900,0,67429000
2016-11-23,14700,0,56620200
2016-11-25,9400,0,37872300
2016-11-28,9600,0,76572500
2016-11-29,13000,0,69886700
2016-11-30,38000,0,113291800
2016-12-01,22800,0,79040500
2016-12-02,33400,0,74840300
2016-12-05,7400,0,67837800
2016-12-06,9500,0,59877400
2016-12-07,73200,0,110738100
2016-12-08,51900,0,99714400
2016-12-09,11100,0,88005800
2016-12-12,31100,0,102016100
2016-12-13,29500,0,110477500
2016-12-14,24300,0,142501800
2016-12-15,69300,0,124972600
2016-12-16,8200,0,156420200
2016-12-19,16800,0,90341100
2016-12-20,21500,0,89838800
2016-12-21,25100,0,67909000
2016-12-22,40500,0,56219100
2016-12-23,11800,0,36697800
2016-12-27,11200,0,42672500
2016-12-28,13200,0,64095000
2016-12-29,17100,0,48696100
2016-12-30,26000,0,108998300
2017-01-03,52700,0,91366500
2017-01-04,20800,0,78744400
2017-01-05,22600,0,78379000
2017-01-06,13900,0,71559900
2017-01-09,28400,0,46939700
2017-01-10,7700,0,63771900
2017-01-11,12800,0,74650000
2017-01-12,40400,0,72113200
2017-01-13,14700,0,62717900
2017-01-17,25300,0,61240800
2017-01-18,13400,0,54793300
2017-01-19,73700,0,66608800
2017-01-20,27700,0,129168600
2017-01-23,28200,0,75061600
2017-01-24,34800,0,95555300
2017-01-25,80200,0,84437700
2017-01-26,7800,0,59970700
2017-01-27,39800,0,59711100
2017-01-30,15800,0,79737300
2017-01-31,7400,0,75880800
2017-02-01,10400,0,79117700
2017-02-02,50100,0,69657600
2017-02-03,31100,0,80563200
2017-02-06,16200,0,57790100
2017-02-07,10800,0,57931200
2017-02-08,23000,0,51566200
2017-02-09,6100,0,65955200
2017-02-10,5900,0,66015900
2017-02-13,16700,0,55182100
2017-02-14,29800,0,71109000
2017-02-15,45900,0,86785800
2017-02-16,19000,0,84722400
2017-02-17,15800,0,77204100
2017-02-21,9600,0,88946100
2017-02-22,27300,0,62115200
2017-02-23,28000,0,74615900
2017-02-24,23200,0,82381600
2017-02-27,10400,0,56515400
2017-02-28,29200,0,96961900
2017-03-01,16400,0,149158200
2017-03-02,26400,0,70246000
2017-03-03,80100,0,81974300
2017-03-06,6500,0,55391500
2017-03-07,8200,0,65103700
2017-03-08,22300,0,78168800
2017-03-09,12700,0,90683900
2017-03-10,16800,0,81991700
2017-03-13,131600,0,57256800
2017-03-14,15700,0,59880800
2017-03-15,8700,0,96081800
2017-03-16,14700,0,78344000
2017-03-17,9100,0,89002100
2017-03-20,10800,0,52537000
2017-03-21,50000,0,131809300
2017-03-22,29600,0,97569200
2017-03-23,130200,0,100410300
2017-03-24,19700,0,112504900
2017-03-27,25800,0,87454500
2017-03-28,61700,0,93483900
2017-03-29,13000,0,61950400
2017-03-30,3300,0,56737900
2017-03-31,5000,0,73733100
2017-04-03,41800,0,85546500
2017-04-04,75200,0,56466200
2017-04-05,20200,0,108800600
2017-04-06,42200,0,69135800
2017-04-07,6800,0,74412300
2017-04-10,3800,0,67615300
2017-04-11,12600,0,88045300
2017-04-12,29400,0,81864400
2017-04-13,19800,0,92880400
2017-04-17,6300,0,68405400
2017-04-18,14200,0,83225800
2017-04-19,18900,0,68699900
2017-04-20,8500,0,92572200
2017-04-21,14900,0,110389800
2017-04-24,39500,0,119209900
2017-04-25,43100,0,76698300
2017-04-26,10200,0,84702500
2017-04-27,3700,0,57410300
2017-04-28,15000,0,63532800
2017-05-01,15300,0,66882500
2017-05-02,37300,0,57375700
2017-05-03,31100,0,73137700
2017-05-04,4600,0,61462700
2017-05-05,17300,0,62001300
2017-05-08,20600,0,48385700
2017-05-09,40400,0,51363200
2017-05-10,32300,0,54293800
2017-05-11,20700,0,62358300
2017-05-12,14700,0,53912700
2017-05-15,11300,0,61918900
2017-05-16,5100,0,51241800
2017-05-17,52400,0,172174100
2017-05-18,48700,0,107047700
2017-05-19,15300,0,115011400
2017-05-22,10200,0,61010600
2017-05-23,9200,0,48341700
2017-05-24,10400,0,46927700
2017-05-25,9200,0,64071700
2017-05-26,10300,0,46629900
2017-05-30,18600,0,35201900
2017-05-31,24100,0,91796000
2017-06-01,8000,0,68962000
2017-06-02,3600,0,88666100
2017-06-05,5400,0,44698800
2017-06-06,3600,0,50375400
2017-06-07,14200,0,54144300
2017-06-08,10000,0,65950700
2017-06-09,20500,0,132256400
2017-06-12,17600,0,86108100
2017-06-13,14700,0,60067000
2017-06-14,12600,0,78602300
2017-06-15,23600,0,66464900
2017-06-16,158900,0,84553100
2017-06-19,86800,0,65123800
2017-06-20,16100,0,56906400
2017-06-21,27500,0,55977600
2017-06-22,21500,0,44148100
2017-06-23,8700,0,66986800
2017-06-26,7600,0,56700500
2017-06-27,21000,0,82247700
2017-06-28,21600,0,70042600
2017-06-29,17800,0,106949700
2017-06-30,8500,0,86820700
2017-07-03,15100,0,39153800
2017-07-05,11400,0,54427600
2017-07-06,29200,0,65400800
2017-07-07,4900,0,57972300
2017-07-10,17300,0,36663300
2017-07-11,18600,0,50354600
2017-07-12,15100,0,59610400
2017-07-13,22500,0,39471600
2017-07-14,17100,0,60262700
2017-07-17,43000,0,33531900
2017-07-18,38100,0,42742500
2017-07-19,56300,0,51034300
2017-07-20,18800,0,47135200
2017-07-21,58100,0,82340800
2017-07-24,22900,0,46622300
2017-07-25,76600,0,54915600
2017-07-26,47000,0,47575400
2017-07-27,49200,0,70766600
2017-07-28,22200,0,50088400
2017-07-31,26200,0,65838700
2017-08-01,45800,0,55050400
2017-08-02,55400,0,47211200
2017-08-03,23200,0,40856000
2017-08-04,156900,0,60191800
2017-08-07,7700,0,31995000
2017-08-08,62100,0,61719400
2017-08-09,155800,0,62632600
2017-08-10,199200,0,120479500
2017-08-11,136500,0,74869900
2017-08-14,123000,0,73291900
2017-08-15,88900,0,55242700
2017-08-16,67400,0,56715500
2017-08-17,156600,0,128490400
2017-08-18,86600,0,136748000
2017-08-21,47900,0,65469700
2017-08-22,29300,0,63140100
2017-08-23,21900,0,50203800
2017-08-24,23000,0,50741700
2017-08-25,18900,0,64445900
2017-08-28,18800,0,40565600
2017-08-29,20500,0,51135700
2017-08-30,10700,0,62030800
2017-08-31,12900,0,103803900
2017-09-01,26000,0,62007000
2017-09-05,56400,0,91398800
2017-09-06,68900,0,57916900
2017-09-07,28100,0,58034700
2017-09-08,160900,0,63832800
2017-09-11,39100,0,71364800
2017-09-12,32900,0,56896000
2017-09-13,26400,0,59228000
2017-09-14,19600,0,95446300
2017-09-15,25000,0,95432400
2017-09-18,93200,0,46235200
2017-09-19,25700,0,47108100
2017-09-20,46300,0,59574100
2017-09-21,36900,0,48211400
2017-09-22,25000,0,51214000
2017-09-25,24500,0,57064400
2017-09-26,26600,0,54082000
2017-09-27,11000,0,81001400
2017-09-28,166500,0,44778800
2017-09-29,32300,0,85578000
2017-10-02,31200,0,59023000
2017-10-03,129600,0,66810200
2017-10-04,5600,0,55953600
2017-10-05,77300,0,63522800
2017-10-06,31700,0,80646000
2017-10-09,41000,0,35803100
2017-10-10,27800,0,43057400
2017-10-11,19900,0,47674300
2017-10-12,11000,0,47065100
2017-10-13,24400,0,54800400
2017-10-16,24300,0,38221700
2017-10-17,29900,0,31561000
2017-10-18,115400,0,40888300
2017-10-19,75300,0,61903800
2017-10-20,38800,0,89176400
2017-10-23,47300,0,63915300
2017-10-24,17500,0,66935900
2017-10-25,54000,0,103715300
2017-10-26,31600,0,69798000
2017-10-27,38000,0,85562500
2017-10-30,72700,0,54285700
2017-10-31,23500,0,60304800
2017-11-01,165100,0,54202700
2017-11-02,17200,0,56449500
2017-11-03,7500,0,59589700
2017-11-06,33500,0,49652600
2017-11-07,49100,0,57502200
2017-11-08,10800,0,50469600
2017-11-09,65500,0,95085500
2017-11-10,47400,0,59984700
2017-11-13,40700,0,50228600
2017-11-14,38700,0,61315200
2017-11-15,108100,0,80811500
2017-11-16,64800,0,67777000
2017-11-17,20100,0,75756800
2017-11-20,22900,0,48075500
2017-11-21,46500,0,69176800
2017-11-22,45400,0,45033400
2017-11-24,99800,0,27856500
2017-11-27,87800,0,52274900
2017-11-28,23100,0,98971700
2017-11-29,21100,0,77512100
2017-11-30,21900,0,127894400
2017-12-01,129000,0,164390900
2017-12-04,53900,0,94040600
2017-12-05,20800,0,77994500
2017-12-06,26000,0,75898600
2017-12-07,28900,0,77218600
2017-12-08,38900,0,76563900
2017-12-11,46800,0,83077500
